"Line","Chapter","Subsection","Problem","Start"
"2793","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","32","Kirchhoff's Current Law $A^{\mathrm{T}} \mathbf{y} = \mathbf{0}$ says that \textit{current in} = \textit{current out} at every node. At node 1 this is $y_3 = y_1 + y_4$. Write the ..."
"2802","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","33","Which of these rules gives a correct definition of the \textit{rank} of $A$?"
"2810","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","34","Find the reduced $R$ for each of these (block) matrices:"
"2817","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","35","Suppose all the pivot variables come \textit{last} instead of first. Describe all four blocks in the reduced echelon form (the block $B$ should be $r$ by $r$):"
"2823","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","36","(Silly problem) Describe all $2$ by $3$ matrices $A_1$ and $A_2$, with row echelon forms $R_1$ and $R_2$, such that $R_1 + R_2$ is the row echelon form of $A_1 + A_2$. Is it true t..."
"2825","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","37","If $A$ has $r$ pivot columns, how do you know that $A^{\mathrm{T}}$ has $r$ pivot columns? Give a $3$ by $3$ example with different column numbers in \texttt{rref} for $A$ and $A^{..."
"2827","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","38","What are the special solutions to $R\mathbf{x} = \mathbf{0}$ and $\mathbf{y}^{\mathrm{T}} R = \mathbf{0}$ for these $R$?"
"2833","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","39","Fill out these matrices so that they have rank 1:"
"2840","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","40","If $A$ is an $m$ by $n$ matrix with $r=1$, its columns are multiples of one column and its rows are multiples of one row. The column space is a \underline{\hspace{2cm}} in $\mathbb..."
"2842","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","41","Choose vectors $\mathbf{u}$ and $\mathbf{v}$ so that $A = \mathbf{u}\mathbf{v}^{\mathrm{T}} = $ column times row:"
"2849","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","42","If $A$ is a rank one matrix, the second row of $R$ is \underline{\hspace{2cm}}. Do an example."
"2853","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","43","If $A$ has rank $r$, then it has an $r$ by $r$ submatrix $S$ that is invertible. Remove $m-r$ rows and $n-r$ columns to find an invertible submatrix $S$ inside $A$, $B$, and $C$. Y..."
"2859","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","44","Suppose $P$ contains only the $r$ pivot columns of an $m$ by $n$ matrix. Explain why this $m$ by $r$ submatrix $P$ has rank $r$."
"2860","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","45","Transpose $P$ in Problem 44. Find the $r$ pivot columns of $P^{\mathrm{T}}$ (which is $r$ by $m$). Transposing back, this produces an $r$ by $r$ invertible submatrix $S$ inside $P$..."
"2866","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","46","Find the ranks of $AB$ and $AC$ (rank one matrix times rank one matrix):"
"2872","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","47","The rank one matrix $\mathbf{u}\mathbf{v}^{\mathrm{T}}$ times the rank one matrix $\mathbf{w}\mathbf{z}^{\mathrm{T}}$ is $\mathbf{u}(\underline{\hspace{2cm}})^{\mathrm{T}}$ times t..."
"2875","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","48",""
"2881","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","49","Problem 48 proved that $\operatorname{rank}(AB) \le \operatorname{rank}(B)$. Then the same reasoning gives $\operatorname{rank}(B^{\mathrm{T}}A^{\mathrm{T}}) \le \operatorname{rank..."
"2883","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","50","(Important) Suppose $A$ and $B$ are $n$ by $n$ matrices, and $AB = I$. Prove from $\operatorname{rank}(AB) \le \operatorname{rank}(A)$ that the rank of $A$ is $n$. So $A$ is invert..."
"2885","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","51","If $A$ is 2 by 3 and $B$ is 3 by 2 and $AB = I$, show from its rank that $BA \ne I$. Give an example of $A$ and $B$ with $AB = I$. For $m < n$, a right inverse is not a left invers..."
"2887","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","52","Suppose $A$ and $B$ have the same reduced echelon form $R$."
"2893","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","53","Express $A$ and then $B$ as the sum of two rank one matrices:"
"2900","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","54","Answer the same questions as in Worked Example 3.2 C for"
"2906","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","55","What is the nullspace matrix $N$ (containing the special solutions) for $A$, $B$, $C$? \\"
"2914","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","56","\textbf{Neat fact} Every $m$ by $n$ matrix of rank $r$ reduces to ($m$ by $r$ times) ($r$ by $n$) by:"
"2923","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","57","Suppose $A$ is an $m$ by $n$ matrix of rank $r$. Its reduced echelon form is $R$. Describe exactly the matrix $Z$ (its shape and all its entries) that comes from transposing the re..."
"2928","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","58","(Recommended) Suppose $R$ is $m$ by $n$ of rank $r$, with pivot columns first:"
"2940","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","59","I think that the reduced echelon form of $R^{\mathrm{T}}R$ is always $R$ (except for extra zero rows). Can you do an example when $R$ is $2$ by $3$? Later we show that $A^{\mathrm{..."
"2942","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","60","Suppose you allow elementary column operations on $A$ as well as elementary row operations (which get you to $R$). What is the ``row-and-column reduced form'' for an $m$ by $n$ mat..."
"2947","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","1","(Recommended) Execute the six steps of Worked Example 3.3 A to describe the column space and nullspace of $A$ and the complete solution to $A\mathbf{x} = \mathbf{b}$:"
"2958","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","2","Carry out the same six steps for this matrix $A$ with rank one. You will find \emph{two} conditions on $b_1, b_2, b_3$ for $A\mathbf{x} = \mathbf{b}$ to be solvable. Together these..."
"2977","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","3","Write the complete solution as $\mathbf{x}_p$ plus any multiple of $\mathbf{s}$ in the nullspace:"
"2984","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","4","Find the complete solution (also called the \emph{general solution}) to"
"2997","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","5","Under what condition on $b_1, b_2, b_3$ is this system solvable? Include $\mathbf{b}$ as a fourth column in elimination. Find all solutions when that condition holds:"
"3004","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","6","What conditions on $b_1, b_2, b_3, b_4$ make each system solvable? Find $\mathbf{x}$ in that case:"
"3027","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","7","Show by elimination that $(b_1, b_2, b_3)$ is in the column space if $b_3 - 2b_2 + 4b_1 = 0$."
"3037","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","8","Which vectors $(b_1, b_2, b_3)$ are in the column space of $A$? Which combinations of the rows of $A$ give zero?"
"3045","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","9",""
"3051","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","10","Construct a $2$ by $3$ system $A\mathbf{x} = \mathbf{b}$ with particular solution $\mathbf{x}_p = (2,4,0)$ and homogeneous solution $\mathbf{x}_n =$ any multiple of $(1,1,1)$."
"3053","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","11","Why can't a $1$ by $3$ system have $\mathbf{x}_p = (2,4,0)$ and $\mathbf{x}_n =$ any multiple of $(1,1,1)$?"
"3054","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","12",""
"3060","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","13","Explain why these are all false:"
"3068","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","14","Suppose column 5 of $U$ has no pivot. Then $x_5$ is a \underline{\hspace{2cm}} variable. The zero vector (is) (is not) the only solution to $A\mathbf{x} = \mathbf{0}$. If $A\mathbf..."
"3070","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","15","Suppose row 3 of $U$ has no pivot. Then that row is \underline{\hspace{2cm}}. The equation $U\mathbf{x} = \mathbf{c}$ is only solvable provided \underline{\hspace{2cm}}. The equati..."
"3077","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","16","The largest possible rank of a $3$ by $5$ matrix is \underline{\hspace{2cm}}. Then there is a pivot in every \underline{\hspace{2cm}} of $U$ and $R$. The solution to $A\mathbf{x} =..."
"3079","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","17","The largest possible rank of a $6$ by $4$ matrix is \underline{\hspace{2cm}}. Then there is a pivot in every \underline{\hspace{2cm}} of $U$ and $R$. The solution to $A\mathbf{x} =..."
"3081","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","18","Find by elimination the rank of $A$ and also the rank of $A^{\mathrm{T}}$:"
"3097","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","19","Find the rank of $A$ and also of $A^{\mathrm{T}}A$ and also of $AA^{\mathrm{T}}$:"
"3111","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","20","Reduce $A$ to its echelon form $U$. Then find a triangular $L$ so that $A = LU$."
"3124","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","21","Find the complete solution in the form $\mathbf{x}_p + \mathbf{x}_n$ to these full rank systems:"
"3134","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","22","If $A\mathbf{x} = \mathbf{b}$ has infinitely many solutions, why is it impossible for $A\mathbf{x} = B$ (new right side) to have only one solution? Could $A\mathbf{x} = B$ have no ..."
"3136","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","23","Choose the number $q$ so that (if possible) the ranks are (a) 1, (b) 2, (c) 3:"
"3150","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","24","Give examples of matrices $A$ for which the number of solutions to $A\mathbf{x} = \mathbf{b}$ is"
"3158","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","25","Write down all known relations between $r$ and $m$ and $n$ if $A\mathbf{x} = \mathbf{b}$ has"
"3172","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","26","Continue elimination from $U$ to $R$. Divide rows by pivots so the new pivots are all 1. Then produce zeros above those pivots to reach $R$:"
"3187","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","27","If $A$ is a triangular matrix, when is $R = \operatorname{ref}(A)$ equal to $I$?"
"3189","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","28","Apply Gauss-Jordan elimination to $U\mathbf{x} = \mathbf{0}$ and $U\mathbf{x} = \mathbf{c}$. Reach $R\mathbf{x} = \mathbf{0}$ and $R\mathbf{x} = \mathbf{d}$:"
"3205","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","29","Apply Gauss-Jordan elimination to reduce to $R\mathbf{x} = \mathbf{0}$ and $R\mathbf{x} = \mathbf{d}$:"
"3221","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","30","Reduce to $U\mathbf{x} = \mathbf{c}$ (Gauss elimination) and then $R\mathbf{x} = \mathbf{d}$ (Gauss-Jordan):"
"3236","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","31","Find matrices $A$ and $B$ with the given property or explain why you can't:"
"3242","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","32","Find the $LU$ factorization of $A$ and the complete solution to $A\mathbf{x} = \mathbf{b}$:"
"3256","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","33","The complete solution to $A\mathbf{x} = \begin{bmatrix} 1 \\ 3 \end{bmatrix}$ is $\mathbf{x} = \begin{bmatrix} 1 \\ 0 \end{bmatrix} + c \begin{bmatrix} 0 \\ 1 \end{bmatrix}$. Find ..."
"3262","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","34","(Recommended!) Suppose you know that the $3$ by $4$ matrix $A$ has the vector $\mathbf{s} = (2,3,1,0)$ as the only special solution to $A\mathbf{x} = \mathbf{0}$."
"3269","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","35","Suppose $K$ is the $9$ by $9$ second difference matrix ($2$'s on the diagonal, $-1$'s on the diagonal above and also below). Solve the equation $K\mathbf{x} = \mathbf{b} = (10,\dot..."
"3271","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","36","Suppose $A\mathbf{x} = \mathbf{b}$ and $C\mathbf{x} = \mathbf{b}$ have the same (complete) solutions for every $\mathbf{b}$. Is it true that $A$ equals $C$?"
"3273","Chapter 3: Vector Spaces and Subspaces","The Complete Solution to $Ax=b$","37","Describe the column space of a reduced row echelon matrix $R$."
"3280","Chapter 3: Vector Spaces and Subspaces","Independence, Basis and Dimension","1","Show that $\boldsymbol{v}_1, \boldsymbol{v}_2, \boldsymbol{v}_3$ are independent but $\boldsymbol{v}_1, \boldsymbol{v}_2, \boldsymbol{v}_3, \boldsymbol{v}_4$ are dependent:"
"3289","Chapter 3: Vector Spaces and Subspaces","Independence, Basis and Dimension","2","(Recommended) Find the largest possible number of independent vectors among"
"3299","Chapter 3: Vector Spaces and Subspaces","Independence, Basis and Dimension","3","Prove that if $a = 0$ or $d = 0$ or $f = 0$ (3 cases), the columns of $U$ are dependent:"
"3304","Chapter 3: Vector Spaces and Subspaces","Independence, Basis and Dimension","4","If $a, d, f$ in Question 3 are all nonzero, show that the only solution to $U\boldsymbol{x} = \boldsymbol{0}$ is $\boldsymbol{x} = \boldsymbol{0}$. Then the upper triangular $U$ ha..."
"3306","Chapter 3: Vector Spaces and Subspaces","Independence, Basis and Dimension","5","Decide the dependence or independence of"
"3312","Chapter 3: Vector Spaces and Subspaces","Independence, Basis and Dimension","6","Choose three independent columns of $U$. Then make two other choices. Do the same for $A$."
"3319","Chapter 3: Vector Spaces and Subspaces","Independence, Basis and Dimension","7","If $\boldsymbol{w}_1, \boldsymbol{w}_2, \boldsymbol{w}_3$ are independent vectors, show that the differences $\boldsymbol{v}_1 = \boldsymbol{w}_2 - \boldsymbol{w}_3$ and $\boldsymb..."
